TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX022354,AC00337,553.96,24-03-2021 00:00:00,Credit,Indianapolis,D000336,160.65.101.37,M094,Branch,48,Engineer,161,1,6087.24
TX022355,AC00196,20.13,10-11-2023 00:00:00,Debit,San Francisco,D000655,136.105.231.135,M071,ATM,54,Retired,71,1,7587.48
TX022356,AC00012,614.74,16-03-2023 00:00:00,Debit,Milwaukee,D000540,150.231.20.169,M050,ATM,79,Retired,93,1,3224.6
TX022357,AC00172,852.48,23-04-2023 00:00:00,Debit,San Jose,D000200,143.212.47.226,M003,ATM,51,Retired,229,1,3688.98
TX022358,AC00071,166.62,27-07-2023 00:00:00,Debit,Oklahoma City,D000626,147.234.20.46,M010,ATM,70,Retired,136,1,4004.35
TX022359,AC00282,54.42,22-04-2024 00:00:00,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73
TX022360,AC00281,483.69,30-03-2020 00:00:00,Debit,Seattle,D000471,40.226.196.34,M088,Branch,66,Doctor,147,1,6366.43
TX022361,AC00115,609.01,05-08-2020 00:00:00,Debit,Boston,D000666,80.92.209.207,M009,ATM,22,Student,176,1,480.19
TX022362,AC00032,242.97,28-07-2020 00:00:00,Debit,Portland,D000390,149.46.124.220,M070,Branch,21,Student,117,1,6178.77
TX022363,AC00294,359.5,04-12-2020 00:00:00,Debit,El Paso,D000180,184.57.159.204,M012,ATM,80,Retired,57,1,6601.44
TX022364,AC00427,91.01,30-10-2025 00:00:00,Debit,Dallas,D000355,192.163.114.167,M078,Branch,31,Doctor,23,1,842.56
TX022365,AC00337,98.61,19-05-2024 00:00:00,Debit,Houston,D000359,27.215.118.94,M040,Online,61,Retired,171,1,7996.7
TX022366,AC00459,180.58,27-12-2023 00:00:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81
TX022367,AC00298,80.6,11-03-2024 00:00:00,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,51,Doctor,201,1,11079.77
TX022368,AC00418,26.03,14-03-2020 00:00:00,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11
TX022369,AC00408,248.76,12-04-2021 00:00:00,Debit,Milwaukee,D000043,201.113.165.203,M018,ATM,75,Retired,202,1,2649.23
TX022370,AC00310,594.17,06-10-2024 00:00:00,Debit,El Paso,D000560,7.146.35.122,M069,ATM,28,Student,132,1,387.65
TX022371,AC00395,188.84,11-10-2022 00:00:00,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,32,Engineer,103,1,977.01
TX022372,AC00013,165.44,19-01-2023 00:00:00,Debit,Miami,D000519,214.67.148.245,M052,Online,20,Student,212,1,416.37
TX022373,AC00429,184.57,02-07-2024 00:00:00,Debit,Indianapolis,D000545,60.197.167.40,M084,ATM,43,Engineer,285,1,7574.45
TX022374,AC00425,274.1,13-06-2020 00:00:00,Debit,Denver,D000197,201.113.165.203,M007,ATM,27,Student,122,1,1368.0
TX022375,AC00358,270.56,16-10-2024 00:00:00,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48
TX022376,AC00261,396.94,01-02-2024 00:00:00,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54
TX022377,AC00369,822.71,03-06-2022 00:00:00,Credit,Los Angeles,D000317,89.237.88.251,M036,ATM,22,Student,252,1,1404.06
TX022378,AC00076,63.22,30-12-2022 00:00:00,Debit,Sacramento,D000125,112.222.0.29,M085,ATM,26,Student,86,1,5705.4
TX022379,AC00013,32.95,11-06-2020 00:00:00,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07
TX022380,AC00139,363.61,25-03-2021 00:00:00,Debit,Omaha,D000448,96.162.11.85,M069,ATM,51,Retired,145,1,1504.64
TX022381,AC00390,97.2,24-06-2021 00:00:00,Debit,Miami,D000440,202.194.199.70,M090,Branch,47,Engineer,12,1,9538.92
TX022382,AC00054,336.03,07-04-2025 00:00:00,Debit,Sacramento,D000156,6.204.110.7,M018,Branch,55,Doctor,14,1,12033.92
TX022383,AC00326,314.51,04-09-2020 00:00:00,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96
TX022384,AC00276,47.52,30-09-2021 00:00:00,Debit,San Diego,D000584,163.69.89.200,M066,Branch,49,Engineer,55,1,2227.49
TX022385,AC00336,324.0,15-10-2020 00:00:00,Debit,Fresno,D000655,188.124.181.12,M051,Online,40,Engineer,104,1,480.16
TX022386,AC00306,147.35,15-09-2021 00:00:00,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19
TX022387,AC00401,107.55,24-01-2020 00:00:00,Debit,Albuquerque,D000097,215.97.143.157,M091,Branch,79,Retired,119,1,4656.94
TX022388,AC00361,125.48,20-08-2021 00:00:00,Debit,San Antonio,D000634,221.206.44.63,M031,Branch,22,Student,146,1,961.65
TX022389,AC00150,201.47,05-05-2024 00:00:00,Debit,Memphis,D000535,98.255.160.110,M081,ATM,22,Student,185,1,793.63
TX022390,AC00492,384.43,09-08-2024 00:00:00,Debit,San Antonio,D000042,186.54.68.246,M083,ATM,69,Retired,69,1,6941.47
TX022391,AC00182,613.71,11-04-2022 00:00:00,Debit,Memphis,D000116,100.4.40.132,M036,ATM,41,Engineer,40,1,5906.58
TX022392,AC00395,403.16,27-03-2024 00:00:00,Debit,Fresno,D000271,119.163.214.161,M062,Branch,50,Engineer,103,1,2406.31
TX022393,AC00459,269.57,18-09-2023 00:00:00,Debit,Miami,D000132,141.169.67.34,M064,ATM,63,Retired,35,1,2552.54
TX022394,AC00481,300.65,02-06-2025 00:00:00,Debit,San Francisco,D000517,90.111.245.138,M054,ATM,61,Doctor,54,1,10585.48
TX022395,AC00432,523.36,29-10-2024 00:00:00,Credit,Mesa,D000073,146.69.70.214,M078,Online,19,Student,175,1,1806.08
TX022396,AC00307,84.42,17-05-2021 00:00:00,Credit,Seattle,D000228,201.95.180.152,M051,Online,22,Student,68,1,1814.48
TX022397,AC00497,177.64,14-07-2023 00:00:00,Debit,Indianapolis,D000396,80.75.92.66,M035,ATM,67,Retired,58,1,7588.67
TX022398,AC00384,17.07,19-09-2024 00:00:00,Debit,Houston,D000078,52.1.78.30,M017,ATM,21,Student,220,1,707.95
TX022399,AC00478,205.63,31-10-2021 00:00:00,Credit,Omaha,D000097,205.69.66.135,M033,Online,47,Engineer,138,1,643.64
TX022400,AC00403,22.15,10-06-2023 00:00:00,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76
TX022401,AC00131,210.59,27-05-2022 00:00:00,Debit,Oklahoma City,D000084,157.164.245.130,M100,Online,32,Doctor,36,1,8478.9
TX022402,AC00437,379.85,07-11-2021 00:00:00,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65
TX022403,AC00337,301.85,12-03-2021 00:00:00,Debit,Charlotte,D000591,6.204.110.7,M094,Online,58,Doctor,147,1,972.04
TX022404,AC00041,185.12,18-03-2020 00:00:00,Debit,Fresno,D000663,184.146.10.88,M062,Online,39,Doctor,122,1,7036.72
TX022405,AC00005,121.79,01-07-2024 00:00:00,Debit,Columbus,D000328,146.250.144.172,M064,Online,71,Retired,226,1,4880.31
TX022406,AC00120,725.77,30-11-2024 00:00:00,Credit,Chicago,D000453,190.164.160.79,M053,Branch,77,Retired,93,1,6384.05
TX022407,AC00302,701.72,29-11-2023 00:00:00,Debit,Philadelphia,D000548,219.193.239.152,M065,ATM,55,Engineer,120,1,9826.26
TX022408,AC00066,362.04,12-06-2021 00:00:00,Debit,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1,4172.57
TX022409,AC00140,2.41,11-02-2020 00:00:00,Debit,Baltimore,D000539,46.150.175.171,M099,Online,63,Retired,32,1,4891.56
TX022410,AC00042,327.39,16-10-2023 00:00:00,Debit,San Antonio,D000044,89.237.88.251,M019,Branch,28,Student,164,1,1635.05
TX022411,AC00191,354.19,14-03-2021 00:00:00,Debit,Houston,D000470,102.203.223.1,M032,Branch,66,Doctor,63,1,13330.74
TX022412,AC00439,567.87,18-04-2023 00:00:00,Credit,Washington,D000430,116.44.12.250,M055,Branch,27,Engineer,252,1,5908.04
TX022413,AC00468,182.57,27-10-2025 00:00:00,Debit,Indianapolis,D000225,133.63.96.21,M091,ATM,30,Doctor,118,1,6034.73
TX022414,AC00483,160.32,10-01-2020 00:00:00,Debit,Las Vegas,D000362,188.77.83.72,M077,Online,41,Doctor,204,1,14371.08
TX022415,AC00268,208.43,19-06-2023 00:00:00,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,11988.12
TX022416,AC00482,411.88,19-12-2025 00:00:00,Debit,Omaha,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85
TX022417,AC00123,84.02,02-01-2022 00:00:00,Debit,Phoenix,D000352,79.47.176.19,M095,Online,67,Retired,73,1,4536.38
TX022418,AC00370,413.18,20-11-2024 00:00:00,Credit,New York,D000183,17.36.132.202,M049,Online,32,Doctor,45,1,10442.48
TX022419,AC00120,169.09,20-12-2024 00:00:00,Debit,Milwaukee,D000290,64.15.0.66,M099,ATM,27,Student,63,1,1024.42
TX022420,AC00223,793.08,02-12-2022 00:00:00,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12
TX022421,AC00131,89.73,03-11-2021 00:00:00,Credit,Houston,D000101,194.29.57.163,M039,Online,50,Engineer,287,1,5245.93
TX022422,AC00160,261.09,31-01-2024 00:00:00,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1
TX022423,AC00369,642.93,19-09-2023 00:00:00,Debit,Phoenix,D000225,29.168.185.63,M047,Branch,48,Engineer,64,1,5695.78
TX022424,AC00009,436.59,10-11-2022 00:00:00,Credit,Fresno,D000270,27.93.195.98,M057,Online,59,Engineer,135,1,5790.55
TX022425,AC00161,1207.14,26-02-2021 00:00:00,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16
TX022426,AC00395,383.64,20-06-2024 00:00:00,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04
TX022427,AC00221,168.71,08-04-2021 00:00:00,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99
TX022428,AC00475,68.11,21-10-2020 00:00:00,Debit,El Paso,D000138,13.88.251.53,M016,Online,25,Student,105,1,1478.41
TX022429,AC00214,93.89,27-05-2020 00:00:00,Debit,Boston,D000501,147.227.81.224,M068,ATM,24,Student,46,1,703.26
TX022430,AC00145,513.3,05-09-2022 00:00:00,Debit,Columbus,D000196,147.227.81.224,M027,ATM,27,Engineer,56,1,9269.67
TX022431,AC00181,254.74,20-09-2020 00:00:00,Debit,Chicago,D000026,82.75.200.117,M004,Online,28,Student,46,1,824.71
TX022432,AC00246,90.69,05-01-2022 00:00:00,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12
TX022433,AC00143,401.47,14-06-2021 00:00:00,Credit,Atlanta,D000590,162.151.179.167,M030,Branch,53,Doctor,88,1,13273.08
TX022434,AC00300,58.6,04-10-2022 00:00:00,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,26,Student,36,1,1546.22
TX022435,AC00186,264.17,31-08-2024 00:00:00,Credit,Fort Worth,D000576,40.244.94.218,M004,Online,59,Retired,293,1,7950.74
TX022436,AC00113,282.27,14-09-2022 00:00:00,Debit,Los Angeles,D000014,1.7.29.72,M007,ATM,19,Student,14,1,1057.0
TX022437,AC00389,130.68,06-05-2023 00:00:00,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1,4547.06
TX022438,AC00263,647.32,09-11-2020 00:00:00,Credit,Jacksonville,D000508,10.223.224.50,M001,Online,56,Retired,31,1,4704.91
TX022439,AC00495,188.36,04-09-2020 00:00:00,Debit,Tucson,D000042,189.20.224.220,M011,Online,28,Engineer,135,1,3114.92
TX022440,AC00228,290.24,10-11-2025 00:00:00,Debit,Miami,D000202,191.91.45.159,M044,Online,66,Retired,96,1,4226.26
TX022441,AC00474,119.18,20-09-2023 00:00:00,Debit,Philadelphia,D000418,14.200.197.126,M069,ATM,45,Doctor,87,1,9798.26
TX022442,AC00362,97.17,03-02-2020 00:00:00,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89
TX022443,AC00197,190.43,23-05-2023 00:00:00,Debit,Tucson,D000645,156.187.182.236,M007,Online,68,Retired,287,1,2732.86
TX022444,AC00353,121.38,23-01-2020 00:00:00,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16
TX022445,AC00411,14.21,18-06-2020 00:00:00,Credit,Atlanta,D000308,65.164.3.100,M091,Online,26,Student,198,1,7429.4
TX022446,AC00204,334.89,29-03-2022 00:00:00,Debit,Virginia Beach,D000476,48.89.167.189,M026,Branch,18,Student,169,1,1137.89
TX022447,AC00165,638.37,09-12-2023 00:00:00,Debit,Chicago,D000686,59.12.96.11,M017,ATM,23,Student,146,1,587.11
TX022448,AC00380,113.96,21-09-2023 00:00:00,Debit,Louisville,D000531,184.146.10.88,M088,ATM,55,Engineer,171,1,6706.56
TX022449,AC00460,674.73,29-09-2024 00:00:00,Credit,San Jose,D000095,150.83.4.238,M052,Branch,21,Student,148,1,106.86
TX022450,AC00216,93.15,28-01-2021 00:00:00,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1,9410.99
TX022451,AC00011,321.83,24-02-2021 00:00:00,Debit,Louisville,D000685,77.208.193.198,M005,Branch,27,Student,33,1,868.61
TX022452,AC00215,132.48,14-03-2023 00:00:00,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64
TX022453,AC00118,649.3,19-03-2025 00:00:00,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,53,Retired,109,1,2451.56
TX022454,AC00428,134.37,03-05-2024 00:00:00,Debit,Miami,D000069,152.234.65.155,M051,Branch,23,Student,49,1,791.97
TX022455,AC00356,41.54,07-01-2024 00:00:00,Debit,Denver,D000332,41.110.46.150,M046,Branch,29,Engineer,118,1,5526.28
TX022456,AC00039,138.8,25-07-2020 00:00:00,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78
TX022457,AC00179,362.56,08-04-2025 00:00:00,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,6400.59
TX022458,AC00322,132.94,27-11-2025 00:00:00,Debit,Denver,D000119,52.196.112.199,M026,Online,46,Engineer,77,1,1019.77
TX022459,AC00026,41.02,30-06-2023 00:00:00,Debit,Portland,D000394,203.197.235.35,M053,Online,25,Student,178,1,1236.38
TX022460,AC00298,109.98,08-01-2022 00:00:00,Credit,San Antonio,D000265,142.160.124.244,M091,Online,73,Retired,31,1,3807.84
TX022461,AC00192,745.37,23-12-2023 00:00:00,Debit,Fort Worth,D000058,116.175.11.222,M021,ATM,56,Doctor,27,1,12799.34
TX022462,AC00465,104.96,09-11-2023 00:00:00,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79
TX022463,AC00120,249.42,29-07-2025 00:00:00,Credit,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02
TX022464,AC00156,236.66,30-08-2020 00:00:00,Debit,Phoenix,D000455,61.95.76.233,M049,Online,71,Retired,46,1,1182.77
TX022465,AC00111,356.98,03-02-2023 00:00:00,Debit,Houston,D000697,45.182.28.148,M078,Online,66,Retired,33,1,6697.79
TX022466,AC00225,172.31,04-04-2024 00:00:00,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65
TX022467,AC00372,1046.96,04-02-2022 00:00:00,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77
TX022468,AC00224,318.74,16-01-2025 00:00:00,Debit,Sacramento,D000640,221.23.158.87,M043,ATM,38,Engineer,88,3,8583.39
TX022469,AC00317,565.97,21-05-2020 00:00:00,Credit,Austin,D000671,53.218.177.171,M048,Branch,19,Student,158,1,1131.26
TX022470,AC00386,299.24,18-08-2020 00:00:00,Debit,Austin,D000329,198.39.35.23,M041,Online,61,Retired,151,1,1088.62
TX022471,AC00403,143.25,29-09-2024 00:00:00,Debit,Tucson,D000514,48.31.196.24,M065,ATM,69,Retired,31,1,2610.64
TX022472,AC00052,11.73,02-10-2020 00:00:00,Debit,Chicago,D000232,217.82.46.37,M056,Online,67,Retired,73,1,6628.75
TX022473,AC00097,186.74,06-07-2022 00:00:00,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,22,Student,159,1,636.42
TX022474,AC00172,417.3,08-09-2021 00:00:00,Debit,San Jose,D000056,86.220.59.252,M047,Online,53,Engineer,144,1,8037.87
TX022475,AC00273,31.02,17-02-2024 00:00:00,Credit,Seattle,D000481,49.20.211.229,M073,Branch,32,Doctor,78,1,11481.85
TX022476,AC00359,117.86,27-01-2020 00:00:00,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57
TX022477,AC00285,1284.43,21-02-2022 00:00:00,Debit,Denver,D000098,83.207.115.164,M091,Online,27,Student,153,1,243.92
TX022478,AC00492,75.95,01-12-2025 00:00:00,Debit,Charlotte,D000402,51.250.46.149,M044,Online,48,Engineer,110,1,2051.37
TX022479,AC00067,439.68,19-03-2022 00:00:00,Debit,Detroit,D000220,90.111.245.138,M073,Branch,68,Doctor,20,1,11729.51
TX022480,AC00295,199.88,04-08-2023 00:00:00,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28,Student,52,1,7835.4
TX022481,AC00177,299.82,05-12-2025 00:00:00,Debit,Atlanta,D000515,188.205.152.176,M045,Branch,49,Doctor,198,1,135.96
TX022482,AC00030,377.87,24-08-2023 00:00:00,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,60,Engineer,65,1,7831.56
TX022483,AC00306,489.15,12-07-2024 00:00:00,Debit,Fresno,D000200,203.245.215.62,M095,Online,69,Retired,152,1,4710.04
TX022484,AC00265,109.72,03-10-2025 00:00:00,Credit,Milwaukee,D000304,66.255.7.16,M096,Branch,49,Engineer,150,1,9251.38
TX022485,AC00492,141.9,14-09-2023 00:00:00,Debit,Las Vegas,D000631,179.43.245.131,M040,ATM,52,Engineer,130,1,7166.88
TX022486,AC00352,327.65,28-12-2024 00:00:00,Debit,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1,782.35
TX022487,AC00200,689.68,19-01-2023 00:00:00,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02
TX022488,AC00155,95.07,19-11-2024 00:00:00,Debit,Omaha,D000113,168.128.200.203,M033,ATM,47,Doctor,77,1,667.66
TX022489,AC00012,887.84,08-11-2023 00:00:00,Debit,Austin,D000210,176.96.83.253,M027,ATM,24,Student,95,1,1161.84
TX022490,AC00196,416.89,14-01-2022 00:00:00,Debit,Philadelphia,D000694,80.92.209.207,M025,ATM,67,Retired,247,1,5358.95
TX022491,AC00218,340.48,08-05-2023 00:00:00,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15
TX022492,AC00011,687.2,04-01-2022 00:00:00,Credit,Memphis,D000235,200.136.146.93,M007,Branch,23,Student,22,1,5191.13
TX022493,AC00258,272.72,20-05-2022 00:00:00,Debit,Atlanta,D000012,214.67.148.245,M010,Branch,20,Student,40,1,686.91
TX022494,AC00399,281.82,01-10-2021 00:00:00,Debit,Charlotte,D000138,170.99.15.217,M084,Online,46,Engineer,40,1,4330.04
TX022495,AC00133,11.6,12-12-2022 00:00:00,Credit,San Francisco,D000315,13.188.62.74,M092,Online,41,Engineer,128,1,2356.71
TX022496,AC00431,1285.01,29-01-2022 00:00:00,Credit,San Jose,D000216,69.82.61.135,M048,Branch,20,Student,118,1,420.25
TX022497,AC00087,167.88,04-10-2023 00:00:00,Debit,Mesa,D000101,157.130.28.27,M007,Branch,26,Student,53,1,1176.1
TX022498,AC00449,77.71,20-03-2022 00:00:00,Debit,Kansas City,D000686,1.238.163.61,M064,Online,52,Doctor,116,1,9662.88
TX022499,AC00170,77.55,12-12-2022 00:00:00,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67
TX022500,AC00113,304.29,02-11-2020 00:00:00,Debit,Los Angeles,D000014,1.7.29.72,M007,ATM,19,Student,14,1,1057.0
TX022501,AC00235,107.29,27-04-2022 00:00:00,Debit,Austin,D000606,59.208.79.116,M037,Online,67,Retired,144,1,7517.5
TX022502,AC00077,425.94,19-02-2022 00:00:00,Debit,Mesa,D000369,19.20.13.234,M038,Branch,26,Engineer,241,1,6847.47
TX022503,AC00068,1050.38,07-10-2025 00:00:00,Debit,Columbus,D000400,77.7.223.184,M077,ATM,53,Retired,73,1,1829.9
TX022504,AC00264,629.73,06-09-2022 00:00:00,Debit,Miami,D000464,141.241.241.128,M067,Online,37,Engineer,100,1,3886.65
TX022505,AC00071,87.54,17-02-2020 00:00:00,Debit,Sacramento,D000619,141.241.241.128,M063,Online,61,Doctor,157,1,1817.43
TX022506,AC00453,156.89,09-11-2021 00:00:00,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1,369.79
TX022507,AC00160,257.56,17-05-2024 00:00:00,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1
TX022508,AC00492,163.36,28-12-2020 00:00:00,Credit,Oklahoma City,D000451,184.185.209.72,M021,Online,33,Engineer,55,1,9905.23
TX022509,AC00322,43.93,23-12-2020 00:00:00,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43
TX022510,AC00003,397.38,29-03-2022 00:00:00,Debit,Fort Worth,D000290,194.88.79.54,M032,ATM,58,Retired,12,1,7902.52
TX022511,AC00013,108.43,21-02-2022 00:00:00,Debit,Seattle,D000182,115.218.48.83,M032,Online,59,Retired,80,1,6144.68
TX022512,AC00357,832.19,20-11-2022 00:00:00,Debit,Seattle,D000691,193.221.15.59,M028,Online,25,Student,11,1,102.2
TX022513,AC00273,30.61,15-03-2020 00:00:00,Credit,Seattle,D000481,49.20.211.229,M073,Branch,32,Doctor,78,1,11481.85
TX022514,AC00166,365.78,28-04-2024 00:00:00,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54
TX022515,AC00478,130.16,13-04-2021 00:00:00,Debit,Baltimore,D000001,141.121.30.32,M001,Branch,75,Retired,268,1,5669.66
TX022516,AC00363,576.76,08-04-2024 00:00:00,Debit,Denver,D000697,113.201.172.36,M010,ATM,74,Retired,76,1,3254.56
TX022517,AC00498,25.24,22-05-2023 00:00:00,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,12063.77
TX022518,AC00005,376.71,20-03-2021 00:00:00,Debit,Charlotte,D000144,32.169.88.41,M010,Online,79,Retired,157,1,7153.72
TX022519,AC00170,112.01,26-10-2022 00:00:00,Debit,Omaha,D000092,193.190.29.63,M078,Branch,38,Engineer,152,1,5771.4
TX022520,AC00310,558.01,21-03-2020 00:00:00,Debit,El Paso,D000560,7.146.35.122,M069,ATM,28,Student,132,1,387.65
TX022521,AC00445,492.66,18-03-2024 00:00:00,Debit,Louisville,D000343,121.67.144.20,M080,Online,19,Student,148,1,1533.32
TX022522,AC00365,283.85,27-10-2021 00:00:00,Debit,Houston,D000374,11.167.243.171,M096,Branch,45,Engineer,29,1,9733.59
TX022523,AC00159,29.12,20-04-2022 00:00:00,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43
TX022524,AC00077,397.67,10-12-2020 00:00:00,Debit,Mesa,D000369,19.20.13.234,M038,Branch,26,Engineer,241,1,6847.47
TX022525,AC00365,47.25,11-03-2022 00:00:00,Debit,Austin,D000591,163.58.140.206,M026,Online,53,Engineer,115,1,1382.51
TX022526,AC00298,171.63,17-05-2022 00:00:00,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1,5957.37
TX022527,AC00244,419.38,08-05-2021 00:00:00,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42
TX022528,AC00023,53.97,16-11-2025 00:00:00,Debit,Fresno,D000681,186.57.149.225,M019,ATM,27,Student,56,1,800.93
TX022529,AC00099,206.7,05-09-2021 00:00:00,Credit,Oklahoma City,D000380,205.69.66.135,M008,Branch,60,Retired,96,1,5790.7
TX022530,AC00327,257.46,31-01-2021 00:00:00,Debit,San Diego,D000364,64.57.44.102,M046,Branch,28,Student,29,1,1519.35
TX022531,AC00462,16.47,16-04-2023 00:00:00,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,1048.18
TX022532,AC00373,425.43,29-11-2021 00:00:00,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8
TX022533,AC00217,45.17,22-09-2022 00:00:00,Debit,San Jose,D000638,49.31.186.82,M049,Branch,23,Student,217,1,471.28
TX022534,AC00251,1023.1,08-05-2024 00:00:00,Debit,Philadelphia,D000292,131.41.45.13,M009,Branch,53,Retired,165,1,3134.47
TX022535,AC00420,473.97,20-06-2020 00:00:00,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59
TX022536,AC00204,718.71,21-01-2023 00:00:00,Debit,Tucson,D000280,19.20.13.234,M068,Branch,54,Retired,44,1,3101.54
TX022537,AC00455,107.02,17-02-2020 00:00:00,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,6169.71
TX022538,AC00457,235.41,06-04-2020 00:00:00,Debit,San Diego,D000672,49.172.82.247,M047,Branch,26,Engineer,71,1,2531.24
TX022539,AC00264,360.32,21-07-2020 00:00:00,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65
TX022540,AC00137,12.31,20-12-2020 00:00:00,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28
TX022541,AC00391,123.25,04-02-2022 00:00:00,Debit,Charlotte,D000203,27.215.118.94,M014,Branch,44,Doctor,42,1,5873.54
TX022542,AC00397,18.79,12-08-2025 00:00:00,Debit,Mesa,D000315,168.55.35.243,M011,Online,48,Engineer,155,1,3733.52
TX022543,AC00131,89.93,09-06-2025 00:00:00,Credit,Houston,D000101,194.29.57.163,M039,Online,50,Engineer,287,1,5245.93
TX022544,AC00039,50.18,14-08-2020 00:00:00,Credit,Raleigh,D000499,171.150.178.172,M028,Online,58,Doctor,64,1,7604.9
TX022545,AC00083,331.5,12-12-2025 00:00:00,Credit,Mesa,D000124,136.162.111.135,M090,Branch,26,Student,71,1,6430.86
TX022546,AC00154,149.92,24-10-2023 00:00:00,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,63,Retired,147,1,7981.45
TX022547,AC00333,420.21,28-04-2023 00:00:00,Debit,Memphis,D000330,140.212.253.222,M077,ATM,66,Doctor,141,1,10113.66
TX022548,AC00222,194.75,02-10-2024 00:00:00,Debit,Jacksonville,D000390,42.61.10.112,M002,Online,28,Student,40,1,101.25
TX022549,AC00277,390.57,27-11-2022 00:00:00,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09
TX022550,AC00455,98.54,04-08-2021 00:00:00,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,6169.71
TX022551,AC00397,702.35,07-03-2023 00:00:00,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,27,Student,17,1,420.65
